dx,gb,dz,gb_energy,variance,acquisition
0.1,1.0,0.2,1.0158949157837032,0.011565433211343854,1.0890305766291364
0.1,1.0,0.3,1.025599389909224,0.01253708520965477,1.1077047524480355
0.1,1.0,0.5,1.0942319463753645,0.014421188213034765,1.1425959327791768
0.1,1.0,0.6,1.1281740578048924,0.01598646470823639,1.1500921168397302
0.1,1.0,0.7,1.147051046065999,0.015205611598742834,1.1615942645757538
0.1,1.0,0.8,1.159357939689323,0.012871753008915488,1.1843520283232027
0.1,1.0,0.9,1.17425259748788,0.010798708212454846,1.219605253405584
0.1,1.0,1.0,1.1884269202765512,0.010165148966476523,1.2626924906988204
0.1,1.0,1.1,1.1972404197739248,0.010320287904388986,1.300391329798635
0.1,1.0,1.2,1.204261140719312,0.010217731706986987,1.3192783591481152
0.1,1.0,1.3,1.210239237215725,0.009261006548998411,1.321985898524818
0.1,1.0,1.4,1.206291890184596,0.008651244203994553,1.3229096448943474
0.1,1.0,1.5,1.18815168651425,0.009094958272043728,1.3240514384015223
0.1,1.0,1.6,1.1650862317187272,0.010247468268034177,1.3109539205797003
0.1,1.0,1.7,1.1458497441577922,0.01201025681299014,1.2778557899074776
0.1,1.0,1.8,1.1279861388371308,0.013805345214835668,1.2384846256006896
0.1,1.0,1.9,1.1091982047253501,0.013627003299312924,1.2032143409587048
0.1,1.0,2.1,1.0967194745117983,0.011656744015217073,1.1170411280062942
0.1,1.0,2.2,1.107859727233726,0.011019696759298214,1.0798535913808895
0.1,1.0,2.3,1.1297142628268912,0.009773186827212246,1.0786538192559132
0.1,1.0,2.4,1.1652486748467241,0.008244034272301675,1.1191857189657528
0.1,1.0,2.5,1.2060881823319904,0.007130000593265193,1.184225065194754
0.1,1.0,2.6,1.2312289685043916,0.007007993940851583,1.2478835498035823
0.1,1.0,2.7,1.2306223412277035,0.007278862102661532,1.2859331678802557
0.1,1.0,2.8,1.2178334949612464,0.007332946864907745,1.2858150482244244
0.1,1.0,2.9,1.2109981712230689,0.006788611995909317,1.2575649471487225
0.1,1.0,3.0,1.2132699710288763,0.00636157229388382,1.2264504596395465
0.1,1.0,3.1,1.2182824485296675,0.006026948559524037,1.208402397914728
0.1,1.0,3.2,1.220118628639039,0.006436941807398944,1.2011748133257214
0.1,1.0,3.3,1.2100327630627525,0.008131811298329931,1.2002465718736346
0.1,1.0,3.4,1.1787217075655725,0.010380361974161777,1.207295447329577
0.1,1.0,3.5,1.132205470955472,0.012448018409298708,1.2190592680970653
0.1,1.0,3.6,1.0928530253987054,0.01509350493831751,1.2262297673089193
